,message_id,from_id,date,message_text
2898,10018,,2023-03-19 16:26:11+00:00,"የተወሰነ ፍሬ ገብቷል

 ቤቶን የሚያፀዱበት ምርጥ መጥረጊያ"
2900,10016,,2023-03-19 16:26:11+00:00," የሴራሚክ መጥረጊያ ማሽን እስራ የሚጨምቅ

ከ ነጃሺ ሀላል ገበያ ለሁሉም አቀረብንሎ

1600 ብር"
2901,10015,,2023-03-19 16:05:41+00:00," +251920673552

( ነጃሺ ቤት እና መኪና ግዢ እና ኪራይ)

 ቤት ለመግዛት ሆነ ለመሸጥ እዲሁም መኪና መግዛት ሆነ ለመሸጥ ካሰቡ   እዚህ ገብተው ይከታተሉ ለወዳጅ ዘመድም ይላኩ
https://t.me/nejashicar
https://t.me/nejashicar"
2902,10014,,2023-03-19 16:05:23+00:00," ሄሎ ነጃሺ ቤቴን መሸጥ እፈልጋለው

 ቤት መሸጥ የምትፈልጉ ካላች
 መኪና መሸጥ መግዛት ከፈለጉ
ቤት መሸጥ የምትፈልጉ ካላቹ ብዙ መንከራተት አያስፈልግም  ባላቹበት ሁናቹ ደውሉ

ቤት መሸጥ የምትፈልጉ  ወደ ነጃሺ ደውሉ

ከመደወላቹ በፊት ማሟላት ያለባቹ መስፈርት

1, ትክክለኛው  ካሬውን
2, ቤቱ ውስጡ ምን ምን እዳለው
3, የቤቱ ፎቶ ከጊቢ ውጭና ውስጥ
4, ትክክለኛ የሚሸጥበት ዋጋ 

 እነዚህን መስፈርት ካሟሉ ቡሀላ ይደውሉ
ወይም በውስጥ መስመር ይላኩልን

 +251920673552

( ነጃሺ ቤት እና መኪና ግዢ እና ኪራይ)

  ተጨማሪ ቤት እና መኪያ ማየት ከፈለጉ እዚህ ገብተው ይምረጡ
https://t.me/nejashicar
https://t.me/nejashicar"
2904,10012,,2023-03-18 16:50:54+00:00,"እኛ ጋር መጥተው ሕይወትዎን
የሚያቀሉ እቃዎችን በተመጣጣኝ ዋጋ
ይሸምቱ‼ 

አይ ጊዜ የለኝም ካሉ ነፃ DELIVERY አገልግሎት አዘጋጅተንልዎታል ባሉበት ይዘዙን‼
       



ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673

 በውስጥ መስመር የፈለጉትን እቃ ይላኩ  @abdulihake

 አድራሻ  ቁ 1 ቤተል አደባባይ ሳራ ሞል 3 ተኛ ፎቅ ቢ,ቁ 310

  አድራሻ  ቁ 2 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
2905,10011,,2023-03-18 16:15:13+00:00," ለፈለጉት ሰው የፈለጉትን ስጦታ ይስጡ ያሉበት ድረስ ሄደን እንሰጥሎታለን 

 እሁድ  እሁድ ዘመድ አዝማዶን ጓደኛዎን ለመጠየቅ አስበዋል 

 ምን ስጦታ ይዤ ልሂድ ወይም ልላክለት  ብለው ተጨንቀዋል

እንግዲያው የሚፈልጉት እቃ ቤቶ ሁነው ይዘዙን  እሁድ ቀን ቤቶ ድረስ እናመጣለን
 

ስጦታዎን ለማን ነው ሚሰጡት ያማክሩን

ይዘዙን ያለ ተጨማሪ ክፍያ ቤቶ ድረስ እናመጣለን 

 +251920673552"
2906,10010,,2023-03-18 14:51:26+00:00,የቂጣ የሊጥ መዳመጫ ከፈለጉ ይደውሉ
2907,10009,,2023-03-18 10:16:08+00:00,"GRINDER Machine 
የቡና እና የቅመማ ቅመም መፍጫ 

እጅግ በጣም ጠንካራ 
ለደረቅ ቅመማ ቅመሞች የሚሆን
ሙሉ ለሙሉ ብረት (Stainless steel)
የራሱ መለዋወጫ ጥርስ ያለው

  500 ግ  
 
 +251920673552"
2910,10006,,2023-03-18 10:12:12+00:00,"የቱርክ ምርት ኢትዮጵያ የሚገጣጠም
ኦቭኖች ከ
 ኩምቴል
 ሉክሴል

 ከፈለጉ ከላይ ሁለት ምድጃ ያለው
 ከፈለጉ ምንም አይነት ምድጃ የሌለው


ይሸምቱ ፣ ይደሰቱ

 ያሉበት ድረስ በነፃ እናደርሳለን "
2911,10005,,2023-03-18 08:40:21+00:00,"  Digital Scale 
 40kg ይመዝናል
 በቻርጅ የሚሰራ
 በራሱ የሚያባዛ ስራ የሚያቀል
 የተቀመጠለት ዕቃ ሁሉ ከነ ብሩ የሚያሰላ
 ለሱቅ ለሱፐር ማርኬት እና ለስጋ ቤቶች የሚመረጥ
3900 ብር ብቻ"
2912,10004,,2023-03-18 08:23:37+00:00," የሚሸጥ ቤት ፉሪ በድር መስጂድ 

200 ካሬ
ጂ + 1
ዋጋ ሀያ አራት ሚሊየን


 +251920673552

( ነጃሺ ቤት እና መኪና ግዢ እና ኪራይ)

  ተጨማሪ ቤት እና መኪያ ማየት ከፈለጉ እዚህ ገብተው ይምረጡ
https://t.me/nejashicar
https://t.me/nejashicar"
2914,10002,,2023-03-18 07:32:55+00:00," የ እንጀራ ምጣድ 

 ስፍት 50 ሴንቲ ሜትር
 በጣም ቀላል እና ምቹ
 የፈለጉበት ቦታ ለማስቀመጥ ምቹ
 ከ አንድ አመት ዋስትና ጋር
         ዋጋ 7 ሺ ብር ብቻ"
2915,10001,,2023-03-18 03:30:25+00:00,Reusable Pet Fur Remover With Self-Cleaning Basel
2916,10000,,2023-03-18 03:30:25+00:00,Reusable Pet Fur Remover With Self-Cleaning Basel
2917,9999,,2023-03-18 03:27:37+00:00,Foldable Kitchen Trash Can
2918,9998,,2023-03-18 03:27:37+00:00,Foldable Kitchen Trash Can
2919,9995,,2023-03-17 16:40:52+00:00,"Elvira Large Water Bottle with Motivational Time Marking an...

ለልጅ ፣ ለአዋቂ ፣ ለስፓርተኞች ተመራጭ"
2920,9994,,2023-03-17 15:00:56+00:00,"GATO GLORIOUS

SERVO MOTOR CONTROL AC AUTOMATIC VOLTAGE REGULATOR SVC-1000VA
OVERUT SOTAL POWER (9
FUSE TA
POWER
OFF
ON

ኦርጅናሉን ይግዙ  ቲቪ፣ፍሪጅ፣ በመብራት እዳያቃጥልባቹ ከፈለጋቹ ኦርጅናሉን ይግዙ"
2923,9991,,2023-03-17 14:25:00+00:00,"Saachi

GAS STOVE 

4800 birr"
2924,9990,,2023-03-17 14:24:58+00:00,"  ኦርጅናል   የጁስ መፍጫ በረዶ የሚፈጭ

#Silver # Crest #Commercial /#Professional #High #Speed #Blender
#ሲልቨር #ክረስት #ኮሜርሻል/ #ፕሮፌሽናል  #ፈጣን #ብሌንደር

አልቋል የተባለው ዕቃ ስለገባ አሁን ይዘዙ
በጀርመን ቴክኖሎጂ የተሰራ
ለለውዝ
ለበረዶ / ለስሙዚ
ለማንኛውም ጥራጥሬ 
 ለማንኛውም ጁስ /ለኮክቴል/ለስጋ/ ለቡናና ለሌሎችም የሚሆን

 4500 ዋት ጉልበት ያለው ሲሆን ለስራም መሆን የሚችል
 ጃሩ  የማይሰበር 
ጥርሱ 32000 ዙር በደቂቃ የሚሽከረከር 
 ፍጥነቱን እንደፈለግን መቆጣጠር የሚያስችለን
 ክልክ በላይ ስንጠቀም ሞተሩ አውቶማቲካሊ በማቆም የዕቃውን ደህንነት የሚጠብቅ
ለማፅዳት እጅግ ምቹ
 ምተሩ ከኮፐር የተሰራ ስለሆነ ቶሎ የማይበላሽ

ዋጋ 6700 ብር"
2925,9989,,2023-03-17 13:07:53+00:00,"SANFORD 6 IN 1 MULTI-FUNCTIONAL HAND BLENDER 600W

600ml Chopper Bowl, 1600 ml Food Processor Bowl, 1000 ml Blender Jar).

Accessories (Emulsify Plate, Fire Slicer & Julienne disc, Stainless Steel Chopper Blade, Stainless Steel Food Processor Blade, Plastic Food Processor Blade & Spatula)."
2926,9988,,2023-03-17 12:55:57+00:00,"SANFORD 6 IN 1 MULTI-FUNCTIONAL HAND BLENDER 600W

600ml Chopper Bowl, 1600 ml Food Processor Bowl, 1000 ml Blender Jar).

Accessories (Emulsify Plate, Fire Slicer & Julienne disc, Stainless Steel Chopper Blade, Stainless Steel Food Processor Blade, Plastic Food Processor Blade & Spatula)."
2927,9987,,2023-03-17 12:31:20+00:00," Onion And Meat   Electric Chopper
የስጋ, የሽንኩርት, የጨጓራ መፍጫ

 ከፍተኛ ጥራት 

 በ15 ሰከንድ የሚፈጭ
 ከፍተኛ ጥራት

 4 ሊትር = 3000 ብር 
 5 ሊትር = 3200 ብር
 6 ሊትር = 4200 ብር 


ውስን ፍሬ ነው የቀረው 
< Limited Stock "
2928,9986,,2023-03-17 12:19:56+00:00," ለቤቶ ውበት እና ግርማ ሞገስ

UNIBELL
PMPO 50000W
3.1 MULTIMEDIA SPEAKER
LED
REMOTE
USB
CARD
FM
MP3
Karacke
BL-2022
14,500 birr"
2930,9984,,2023-03-17 10:11:09+00:00," Reusable Paper Towels Lazy Rag 

 Non-woven kitchen cleaning cloths can be reused again
Great for wiping the kitchen ,counter, stove, appliances. 

Washable, durable use
Effectively remove dirt and oil stains
Good water absorption, 
no water mark after wiping
Size: 25*25 CM /"
2931,9983,,2023-03-16 12:01:10+00:00,"Saachi 25 Liter Vaccume cleaner 
Wet & Dry Function 
ዘመናዊ  የምንጣፍ ማጠቢያና መጥረጊያ
25 Liter
 1380 ዋት
ለየትኛውም የምንጣፍ አይነት የሚሆን
የአንድ ዓመት ዋስትና

14000 ብር

       ካሉበት እንልክልዎታለን ።"
2932,9982,,2023-03-16 11:49:28+00:00," ባልናቹ መሰረት መተናል

አረቢያን መጅሊስ ማሰራት ከፈለጉ ይደውሉ

ሳይጭበረበሩ ፣ ሳይታለሉ ኦርጅናሉን እቃ ከኛ ይግዙ ይዘዙ"
2933,9981,,2023-03-15 21:27:18+00:00," ለፈገግታ  ጋበዝኳቹ

በትንሹ ፈታ ፣ ዘና በሉልኝ"
2934,9980,,2023-03-15 19:39:33+00:00,"Saachi Stand Mixer
 4.5 liter
 500 watt
 ሚክሰሩ ለብቻው መነቀል ይችላል
የሊጥ ማውጫ ያለው

        6,999 ብር"
2935,9979,,2023-03-15 19:37:49+00:00,"Nova የፀጉር ፔስትራ

ከ160-220° የሙቀት መቆጣጠሪያ ያለዉ

ለየት ባለ ዲዛይን ፀጉር የሚያስዉብ

 +251920673552"
2936,9978,,2023-03-15 19:35:51+00:00," Cosmotic organizer 

 360° Rotating Makeup Organizer
 360 ° የሚዞር ኮስሞቲክስ መደርደሪያ

 High Capacity 
 Adjustable Height 
 Multi- dimensional Storage  
 Saves Counter space 
 Easy access and organisation 

ዋጋ1400 ብር "
2937,9977,,2023-03-15 14:53:39+00:00," ኢኮሳን የዳቦ ምጣድ ገብቷል

ይፍጠኑ




ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673

 በውስጥ መስመር የፈለጉትን እቃ ይላኩ  @abdulihake

 አድራሻ  ቁ 1 ቤተል አደባባይ ሳራ ሞል 3 ተኛ ፎቅ ቢ,ቁ 310

  አድራሻ  ቁ 2 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
2939,9975,,2023-03-15 13:49:31+00:00,"SAYONAPPS

SAYONAPPS YOUR DREAMS MADE REAL

(Tall Boy Series)
3.1CH Multimedia Speaker
Bluetooth
FM




ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673

 በውስጥ መስመር የፈለጉትን እቃ ይላኩ  @abdulihake

 አድራሻ  ቁ 1 ቤተል አደባባይ ሳራ ሞል 3 ተኛ ፎቅ ቢ,ቁ 310

  አድራሻ  ቁ 2 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
2940,9974,,2023-03-15 11:18:29+00:00, ኢንተርኔት ስለተዘጋ ይህንን ያዳምጡ
2941,9973,,2023-03-15 11:15:04+00:00,"Hp Elightbook NEW
Core i5 
1000GB Storage Capacity 
8GB Ram 
6th Generation 
Keyboard light 
Sim and ssd Slot Available 
Fingerprint support 
Intel Graphics 
Original Charger 
5 hours battery  
Price 27000"
2943,9971,,2023-03-15 09:00:42+00:00,"SMART Washing Machine
10 kg
12 kg
14 kg
16 kg




ውስን ፍሬ ነው ያለው  
< Limited Stock 

 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673

 በውስጥ መስመር የፈለጉትን እቃ ይላኩ  @abdulihake

 አድራሻ  ቁ 1 ቤተል አደባባይ ሳራ ሞል 3 ተኛ ፎቅ ቢ,ቁ 310

  አድራሻ  ቁ 2 ኮልፌ አጠናተራ እፎይታ የገበያ ማዕከል 1 ደኛ ፎቅ ሱ,ቁ 51 

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
2945,9969,,2023-03-15 03:47:30+00:00," ለቤቶ ውበት፣ ፅዳት ፣ ግርማ ሞገር

ሉክሴል እና ኩምቴል  ኦቭኖች

60 በ 60 የሆኑ
 3 ኤሌትርኪ 1 ጋዝ
 4 ቱም ኤሌትርክ
 2 ኤሌትርክ 2 ጋዝ

ከ ስር የዳቦ የኬክ ፓትራዎች ያላቸው

በፈለጉት መጠን ያገኛሉ ይደውሉ
ቤቶ ድረስ በነፃ እናመጣለን"
2948,9966,,2023-03-14 14:45:27+00:00,"ይህንን ቦታ ቀድመው ይግዙት

አስቸኳይ በቅናሽ ለትርፍ የሚሆን 
              
 የሚሸጥ ቦታ ቤተል ወይራ  አካባቢ

 ለአፓርታማ መስሪያ ወይም ለቪላ የሚሆን ቦታ

 ቤተል ዛይዲ መስጂድ ዝቅ ብሎ

 ቦታው ኤል ላይ ነው

 የቦታው ስፋት 310 ካሬ ሜትር
 የፊትለፊት መንገዱ 15 ሜትር ነው
 የቦታው ግንባሩ 18 ሜትር ነው
 የቤት ካርታ እኛ ጋር ነው ይደውሉ
 ለአፓርታማ ግንባታ የሚሆን ምርጥ ቦታ
 ዋጋ  27 ሚሊየን  ብር ብቻ

 +251920673552

( ነጃሺ ቤት እና መኪና ግዢ እና ኪራይ)

  ተጨማሪ ቤት እና መኪያ ማየት ከፈለጉ እዚህ ገብተው ይምረጡ
https://t.me/nejashicar
https://t.me/nejashicar"
2950,9964,,2023-03-14 14:36:10+00:00,"Sutai Touch Screen DlGital stove  
    
ባለ Touch Scren የዘመኑ ምርጥና ባለውበት ስቶቭ  ረጅም ጊዜ የሚያገለግል ውሃ እና አዋራ በፍፁም የማያስገባ ለማንኛውም የድስት መጠን የሚሸከም ለ Kitchen cabinet ውበት የሚሰጥ ኦሪጂናል ስቶቭ
    ካሉበት እናደርሳለን።
 አላርም ሰአት ያለው    7500 ብር



 ያሉበት ድረስ በነፃ እናደርሳለን

 በኪስዎ ጥሬ ገንዘብ ካልያዙ በሞባይል ማስተላለፍ ይችላሉ።

 ለማዘዝ   +251920673552 
                   +251945540673

 በውስጥ መስመር የፈለጉትን እቃ ይላኩ  @abdulihake

 Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
2951,9963,,2023-03-13 16:20:00+00:00,Flame Diffuser Humidifier
2954,9960,,2023-03-13 16:19:59+00:00," Air Humidifier with Remote Control Flame Effect
        High Quality 

 በኤሌክትሪክ የሚሰራ 
 ለቤት መልካም መዓዛን የሚሰጥ

Capacity: 250ml
Purify the air & Beautify the Environment

8 Colors  Flame Effect Air Humidifier  Electric Aromatherapy Diffuser Simulation Fire 

very effective: Usb power interface, convenient and quick operation, can be used anywhere.

              ዋጋ፦  1,800 ብር"
2959,9955,,2023-03-13 08:53:56+00:00,"ባለ አምፖል ካሜራ 

Security camera

360 with night vision"
2960,9954,,2023-03-13 07:27:50+00:00,"ካሜራ  ለቤት እና  ለስራ ቦታ

MI SECURITY CAMERA 360 degree 

ስራ ቦታ ሆነው የልጅዎትን ውሎ መከታተል የሚችሉበት 360 degree security cameras 
እንቅሰቃሴ በሚኖርበት ጊዜ ካሜራው እንቅስቃሴ ወደ አየበት አቅጣጫ ተከታትሎ እራሱ የሚዟዟር
እቤት፣ቢሮ፣ሱቅ፣ድርጅት መቆጣጠር የፈለጉትን እንቅስቃሴ በዘምናዊ መለኩ ፈታ ዘና ብለዉ ሚቆጣጠሩበት
ሚሞሪ ካርድ የሚቀበል 
የካሜራውን lens በ ስልክዎ ወደ ፈለጉት አቅጣጫ 360 degree እያዟዟሩ ማየት ይችላሉ
በማታ ይቀርፃል በምሽት አጠረቶ እንዲያሳየ አርጎ የተሰራ(night smart vision camera)
ድምፅ ይቀዳል
እንቅስቃሴ ባለበት ሰዓት ወደ ስልኮ text ይልካል እንዲሁም ያየውን ነገር በvideo ወደ ስልኮ ይልካል(during activities it send notifications)

Price 7000




 ለማዘዝ   +251920673552 
                   +251945540673

Telegram :  ይቀላቀሉ
 @nejashimarketingcenter
  @nejashimarketingcenter
   ነጃሺ ሀላል ገበያ ለሁሉም

 አድራሻችን ቁ 1 ካልፌ አጠናተራ እፎይታ ህንፃ 1 ፎቅ ሱቅ ቁጥር  #051

ቁ 2 – ቤተል አደባባይ ሳራ ህንፃ 3 _ተኛ ፎቅ ቢሮ ቁጥር 310 


 ቤቶ ሁነው የሚፈልጉትን እቃ  ይዘዙን ያሉበት ያለ ተጨማሪ ክፍያ እናመጣለን"
2962,9952,,2023-03-13 03:32:10+00:00,"ተቋርጦ የነበረው የመሬት ሽያጭ  መጀመሩን ስናበስር  በደስታ ነው።

እኛም ነጃሺ ቤት እና መኪና ሽያጭ  የሚፈልጉትን ቤት፣ ሰፈር፣ ቦታ በአዲስ መልክ ስራ መጀመራችን እያበሰርን የሚፈልጉት ቤት ፣ ሰፈር ይጠይቁን

የት አካባቢ  ቤት  ይፈልጋሉ


 +251920673552

( ነጃሺ ቤት እና መኪና ግዢ እና ኪራይ)

  ተጨማሪ ቤት እና መኪያ ማየት ከፈለጉ እዚህ ገብተው ይምረጡ
https://t.me/nejashicar
https://t.me/nejashicar"
2963,9951,,2023-03-12 19:56:13+00:00,"Samsung Galaxy S22 ultra

Storage : 256gb

Ram : 12gb

sim status : single sim & esim

Color : green

Condition : excellent

American stock

Price : 85,000 birr"
2964,9950,,2023-03-12 19:53:44+00:00,"IPHONE 13 pro max

STORAGE : 128gb

Color : green

Battery : 100%

Price : 95,000 birr

Brand new sealed

Exchange possible."
2965,9949,,2023-03-12 19:40:40+00:00,"  KEMEI Electric Hair Clippers 

 ለራስ ፀጉር ፣ ለአፍንጫ እ የሚቀያየሩ መቁረጪያዎች ያሉት

3 in 1 multifunctional shaver
3 በ1 ጠቅልሎ የያዘ 
       የፀጉር

       የአፍንጫና የጆሮ ፀጉሮችን በሚገባ የሚያስተካክሉ ፀጉር መስተካከያ መሳርያዎችን የያዘ ነው።
      በ 1 ጊዜ ቻርጅ ለ 60 ደቂቃ የሚሰራ
  

 3-In-1 Multifunction Electric Shaver
 Hair Clipper
 Nose Trimmer
 Dual Blade USB Charging Shaving"
2966,9948,,2023-03-12 19:32:34+00:00," የልጆች  የጥርስ ብሩሽ 

 U-shaped Baby Toothbrush Children Teeth Oral Care Cleaning Brush Soft Silicone Teethers

ዋጋ 200 ብር"
2967,9947,,2023-03-12 19:32:33+00:00,"Set of 2 .. Pet Fur and Lint Remover Pet Hair Remover Multi-Purpose Double Sided Self-Cleaning and Reusable Pet Fur Remover Magic Clean Clothing, Furniture, Home Clean Brush Set

960 birr

Available on hand"
2968,9946,,2023-03-12 19:32:33+00:00, የፀጉር ማድረቂያ ኦርጅናሉን ከኛ ይግዙ
2969,9945,,2023-03-12 19:32:33+00:00," Kitchen Faucet Sink Sponge metal Hanging Tap Hanging Storage Holder Rack 
 No drilling needed.
 450 ብር"
2971,9943,,2023-03-11 08:17:52+00:00,"sonashi 7 in 1 snack maker

ዘይት እና ሀይል ቆጣቢ 
ፍጥነቱ የልብ አድርስ 
ሙቀት መቆጣጠሪያ ያለው 
7 አይነት መቀያየሪያ ያለው 
ብስኩቶች መስሪያ
ዶናት መስሪያ
ኩኪስ መስሪያ 
ሳንድዊች መስሪያ
የበርገር ስጋ እንዲሁም ስቴክ መጥበሻ"
2972,9942,,2023-03-11 06:26:25+00:00,"  ውጪ  ሀገር ለምትመላለሱ ሰበር ዜና
ነጃሺ ሀላል  SHOP  ከኛጋ አብረው ይስሩ ይላል

ማንኛውም ከውጪ ምታመጡት እቃ ለኛ ያስረክቡን

እዲሁም ምን እናምጣ ለምትሉን ያናግሩን

 ከጣሊያን
 ከሳውዲ
  ከዱባይ
 ከ አሜሪካን
 ከቱርክ

 +251920673552

  አብረው ከኛጋ ይስሩ
 በውስጥ መስመር ያናግሩን እዲሁም ወደ ሀገራቹ ምትመጡ ምን ላምጣ ካሉ ያማክሩን

 @abdulihake

 ነጃሺ  ኪችን
@nejashimarketingcenter
@nejashimarketingcenter"
2973,9941,,2023-03-10 16:37:28+00:00,"ነጃሺን  ሳይጎበኙ እቃ ለመግዛት አይወስኑ

 ከሁሉም የሚለየን ታማኝነታችን ነው

ያላመንበት እና ፎርጂድ እቃ አንሸጥም።

 የኛ ነጃሺ እንደ ኦላይን ሳይሆን እንደ ቤቶ ነው

ስለኛ መልካምነት ደንበኞቻችን በየሄዱበት ያወራሉ

 የሚፈልጉትን እቃ ልከን በ 2 ቀኑስ ተጠቅመውበት ካላስደሰታቹ በፈለጉት እቃ እንቀይራለን  እደሌሎች አደለንም


Telegram  ነጃሺ ኪችን  
@nejashimarketingcenter 
@nejashimarketingcenter
ቻናላችንን ለጓደኛዎ ሸር ማድረግዎን አይርሱ 
           "
2974,9939,,2023-03-10 15:27:46+00:00,"HAOCHU CERAMIC PIZZA PAN

ለቤትና ለሬስቶራንት አገልግሎት የሚውል 

ለአጠቃቀም ሆነ ለአያያዝ ቀላልና ምቹ የሆነ 

እንዲሁም:- ለፒዛ ፣ ለቡና መቁያነት ፣ ለአንባሻ ፣ ለጨጨብሳ ፣ ለፈጢራ ፣ ለዳቦ ፣ ለጥብስና ለተለያዩ አገልግሎቶች የሚሆን

ከ normal pizza pan በጥራት የተሻለ

አነስተኛ የኤሌክትሪክ ፍጆታ የሚጠቀም  

     "
2975,9938,,2023-03-10 15:03:16+00:00,"https://t.me/nejashimarketingcenter
https://t.me/nejashimarketingcenter"
2976,9937,,2023-03-10 14:17:04+00:00,"® Saachi Coffee Roaster and Popocorn maker
 የቡናና የፈንዲሻ መቁሊያ ማሽን
 Capacity :- 400 Grams
 Adjustable Temperature Control 
 Can Be used To make Popcorn
 Stainless Steel Roasting Blade 
 Roasts Coffee Within 5-10 Minutes Depending on the Type Of coffee and Flavor Required 
 Aluminum die-cast Roasting Pan
 POWER :- 1200W

 ዋጋ :-  6,500"
2977,9936,,2023-03-10 14:17:03+00:00,A3
2978,9935,,2023-03-10 14:17:03+00:00,"GLASS TEA POT 
 የሻይ ማፍሊያ 
 ማንኛውም ምድጃ ላይ ይጣዳል
 የራሱ ማጥለያ ያለው
 950ml  ያፈላል
 ማራኪ ውበት
 1100 ብር"
2979,9934,,2023-03-10 07:55:27+00:00," ለቤቶ ውበት እና ፅዳት 
 ምንጣፍ ሲገዙ የምጣፍ መጥረጊያ እዳይረሱ

 Sanford VACUUM CLEANER

 1.5 ሊትር የሚይዝ ከረጢት
 ሶፋ ምንጣፍ ወለል መኪና ለማፅዳት የሚያስችል
 2000 Watt
 ረጅም ሆዝ
 ለጠባብ ቦታዎችን ለማፅዳት የሚያስችል
 ሶኬት በራሱ የሚጠቀልል

8,900 ብር

 ያሉበት ድረስ በነፃ እናደርሳለን 
      

 +251920673552"
2980,9933,,2023-03-10 07:54:33+00:00,"Bottle spoon

Bottle spoon

Baby Silcone Spoon Feeder
 የልጆች መመገቢያ የጡጦ ማንኪያ
 ማንኪያና ሳህን ይዞ ማብላት ቀረ
 ህፃናት ከእናት ጡት ወተት ውጭ ተጨማሪ ምግብ ለማለማመድ አስፈላጊ
 BPA FREE
 400 ብር"
2981,9932,,2023-03-10 07:54:33+00:00," የፀጉር ማድረቂያ 
 Hair Dry Towel 

#Quick_Dry_Hair_Towel_Cap 
#Super_Absorption_Turban_Hair_Dry_Cap

              ዋጋ፦  250
                                                                    
 ቪዲዮውን ይመልከቱ"
2982,9931,,2023-03-10 07:54:33+00:00,"SANFORD 9 Liter Digital Pressure Cooker

12 ዓይነት Cooking Function ያለው
ለቺክን Chicken 
ለሩዝ   Rice
ለስጋ   Meat
ለአትክልት vegetables 
ለገንፎ   Porridge 
ለቺዝ     Cheese 
ለሾርባ   Soup
ኬክ       Cake
   #እንዲሁም የራሱ ሰዓት መቆጣጠሪያ  ያለውና ከታች እያበሰሉ ከላይም በስቲም ማብሰያ ያለው ዘመናዊ ማሽን ከዞዊ ኪችን"
2984,9929,,2023-03-10 03:32:58+00:00," የክሬም ቅርፅ ማውጫ

 7 የተለያየ መቀያየሪያ ቅርፅ ያለው 

        ዋጋ፦  550  ብር
       
ውስን ፍሬ ነው የቀረው "
2985,9928,,2023-03-10 03:32:57+00:00," የክሬም ቅርፅ ማውጫ

 7 የተለያየ መቀያየሪያ ቅርፅ ያለው 

        ዋጋ፦  550  ብር
      
ውስን ፍሬ ነው የቀረው 

T"
2990,9922,,2023-03-09 17:21:35+00:00," ዝግጅታችንን አጠናቀናል ለመላው ሙስሊም እኳን በሰላም የረመዳን ወር አደረሳቹ

ዋ ብለናል ከቤት እዳይወጡ የፈለጉትን ቤቶ ሁነው ይዘዙን እናመጣለን  

ምን ይፈልካሉ

 ለስጦታ የሚሆኑ ጨረቃና ኮከቦች 3 ሜትር የራሱ ፊውዝ ያለው ምርጥ እቃ
 የቂጣ፣የሳቡሳ እቃዎች
 የኤሌትሪክ ኩከሮች"
2991,9921,,2023-03-09 16:35:51+00:00,"ገብቷል በዚህ እቃ ሳያስቀምጡ እዳያቦኩ እዳይዳምጡ

 Reusable Non-Stick Silicon Baking Mat / Dough Mat
     
  Size: 45cm * 35cm

              ዋጋ፦  650 ብር"
2993,9919,,2023-03-09 16:33:43+00:00," የቃ ጓንት 

Magic Silicone Dish Washing Gloves"
2994,9918,,2023-03-09 16:33:43+00:00, 100ml Spray Bottl
2995,9917,,2023-03-09 11:53:49+00:00," 900 ብር

 ቴሌግራም @nejashimarketingcenter
  ሼር ላይክ  አይርሱ

  Welcome to Nejashi Halal Market !!
 ነጃሺ ሀላል ማርኬት የሁሉም"
